,gameid,date,blue_team,blue_top,blue_jg,blue_mid,blue_adc,blue_supp,red_team,red_top,red_jg,red_mid,red_adc,red_supp,winner
0,ESPORTSTMNT01_2700815,2022-01-12 06:20:03,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Envyy,Kael,Red
1,ESPORTSTMNT01_2690695,2022-01-12 09:02:13,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Envyy,Kael,Red
2,ESPORTSTMNT01_2690705,2022-01-12 10:07:10,T1,Zeus,Oner,Faker,Gumayusi,Keria,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
3,ESPORTSTMNT01_2690725,2022-01-12 11:49:28,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
4,ESPORTSTMNT01_2701248,2022-01-13 06:51:40,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
5,ESPORTSTMNT01_2701277,2022-01-13 08:53:53,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
6,ESPORTSTMNT01_2701282,2022-01-13 09:50:33,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
7,ESPORTSTMNT01_2701289,2022-01-13 10:51:13,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Red
8,ESPORTSTMNT01_2701333,2022-01-13 12:51:51,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Red
9,ESPORTSTMNT01_2691507,2022-01-14 07:15:41,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
10,ESPORTSTMNT01_2691515,2022-01-14 08:42:06,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
11,ESPORTSTMNT01_2691518,2022-01-14 09:32:22,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
12,ESPORTSTMNT01_2691546,2022-01-14 11:51:26,T1,Zeus,Oner,Faker,Gumayusi,Keria,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
13,ESPORTSTMNT01_2691557,2022-01-14 13:00:25,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
14,ESPORTSTMNT01_2701941,2022-01-15 07:01:59,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Liiv SANDBOX,Dove,Croco,Clozer,Envyy,Kael,Blue
15,ESPORTSTMNT01_2701966,2022-01-15 08:40:17,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Liiv SANDBOX,Dove,Croco,Clozer,Envyy,Kael,Blue
16,ESPORTSTMNT01_2701968,2022-01-15 09:32:02,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
17,ESPORTSTMNT01_2701997,2022-01-15 11:43:59,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
18,ESPORTSTMNT01_2702254,2022-01-16 06:26:21,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
19,ESPORTSTMNT01_2702297,2022-01-16 08:43:53,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
20,ESPORTSTMNT01_2702309,2022-01-16 09:46:53,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
21,ESPORTSTMNT01_2702317,2022-01-16 10:43:37,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
22,ESPORTSTMNT01_2702340,2022-01-16 12:24:56,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Blue
23,ESPORTSTMNT01_2692264,2022-01-16 13:39:12,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
24,ESPORTSTMNT01_2693789,2022-01-19 06:44:22,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,DWG KIA,HOYA,Canyon,ShowMaker,deokdam,Kellin,Blue
25,ESPORTSTMNT01_2703805,2022-01-19 08:47:41,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
26,ESPORTSTMNT01_2703811,2022-01-19 09:54:42,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
27,ESPORTSTMNT01_2693854,2022-01-19 11:06:38,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
28,ESPORTSTMNT01_2693886,2022-01-19 12:43:18,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
29,ESPORTSTMNT01_2704285,2022-01-20 06:11:55,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
30,ESPORTSTMNT01_2694425,2022-01-20 08:35:27,T1,Zeus,Oner,Faker,Gumayusi,Keria,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
31,ESPORTSTMNT01_2694428,2022-01-20 09:29:43,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
32,ESPORTSTMNT01_2694459,2022-01-20 11:43:17,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
33,ESPORTSTMNT01_2704900,2022-01-21 06:18:24,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
34,ESPORTSTMNT01_2704920,2022-01-21 08:41:24,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
35,ESPORTSTMNT01_2704929,2022-01-21 09:37:50,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
36,ESPORTSTMNT01_2695078,2022-01-21 11:42:20,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
37,ESPORTSTMNT01_2695092,2022-01-21 12:34:43,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Red
38,ESPORTSTMNT01_2705385,2022-01-22 06:48:19,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
39,ESPORTSTMNT01_2695530,2022-01-22 08:35:01,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
40,ESPORTSTMNT01_2695541,2022-01-22 09:34:31,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
41,ESPORTSTMNT01_2695573,2022-01-22 11:37:56,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
42,ESPORTSTMNT01_2695586,2022-01-22 12:41:49,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
43,ESPORTSTMNT01_2705912,2022-01-23 05:38:44,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
44,ESPORTSTMNT01_2705943,2022-01-23 08:40:19,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
45,ESPORTSTMNT01_2705951,2022-01-23 09:29:12,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
46,ESPORTSTMNT01_2705978,2022-01-23 11:49:31,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
47,ESPORTSTMNT02_2570899,2022-01-26 08:06:00,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
48,ESPORTSTMNT02_2570934,2022-01-26 08:59:00,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
49,ESPORTSTMNT02_2570944,2022-01-26 11:05:00,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
50,ESPORTSTMNT02_2570976,2022-01-26 12:07:00,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
51,ESPORTSTMNT02_2551149,2022-01-27 07:03:13,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
52,ESPORTSTMNT02_2551178,2022-01-27 08:36:54,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
53,ESPORTSTMNT02_2551180,2022-01-27 09:39:44,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Red
54,ESPORTSTMNT02_2551187,2022-01-27 10:41:31,T1,Zeus,Oner,Faker,Gumayusi,Keria,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
55,ESPORTSTMNT02_2551235,2022-01-27 12:31:11,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
56,ESPORTSTMNT02_2551249,2022-01-27 13:28:34,T1,Zeus,Oner,Faker,Gumayusi,Keria,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
57,ESPORTSTMNT02_2551560,2022-01-28 04:58:00,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
58,ESPORTSTMNT02_2551611,2022-01-28 08:37:19,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
59,ESPORTSTMNT02_2551615,2022-01-28 09:29:24,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
60,ESPORTSTMNT02_2551647,2022-01-28 11:47:39,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,Red
61,ESPORTSTMNT02_2571957,2022-01-29 06:51:26,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
62,ESPORTSTMNT02_2572001,2022-01-29 08:50:13,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
63,ESPORTSTMNT02_2572011,2022-01-29 09:54:23,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
64,ESPORTSTMNT02_2572063,2022-01-29 11:46:42,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
65,ESPORTSTMNT02_2552430,2022-01-30 06:56:25,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
66,ESPORTSTMNT02_2552458,2022-01-30 09:08:32,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
67,ESPORTSTMNT02_2552463,2022-01-30 10:08:32,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
68,ESPORTSTMNT02_2552467,2022-01-30 11:07:53,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
69,ESPORTSTMNT02_2552486,2022-01-30 12:47:40,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
70,ESPORTSTMNT02_2577665,2022-02-09 08:07:00,T1,Zeus,Oner,Faker,Gumayusi,Keria,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
71,ESPORTSTMNT02_2557691,2022-02-09 09:03:00,T1,Zeus,Oner,Faker,Gumayusi,Keria,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
72,ESPORTSTMNT02_2557693,2022-02-09 09:53:00,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
73,ESPORTSTMNT02_2557701,2022-02-09 11:51:00,DRX,Clear,Peach,SeTab,Deft,Jun,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
74,ESPORTSTMNT02_2557739,2022-02-09 12:21:54,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
75,ESPORTSTMNT02_2557772,2022-02-09 13:56:00,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
76,ESPORTSTMNT02_2558150,2022-02-10 08:08:00,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
77,ESPORTSTMNT02_2558182,2022-02-10 09:14:00,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
78,ESPORTSTMNT02_2558191,2022-02-10 09:47:08,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Gen.G,Doran,YoungJae,Chovy,Ruler,Lospa,Blue
79,ESPORTSTMNT02_2558212,2022-02-10 11:40:38,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Gen.G,Doran,YoungJae,Chovy,Ruler,Lospa,Red
80,ESPORTSTMNT02_2558221,2022-02-10 12:33:59,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Gen.G,Doran,YoungJae,Chovy,Ruler,Lospa,Red
81,ESPORTSTMNT02_2558464,2022-02-11 06:09:43,Nongshim RedForce,Canna,Dread,FIESTA,vital,Blessing,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,Red
82,ESPORTSTMNT02_2558481,2022-02-11 08:46:29,Nongshim RedForce,Canna,Dread,FIESTA,vital,Ghost,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
83,ESPORTSTMNT02_2578530,2022-02-11 09:52:39,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Nongshim RedForce,Canna,Dread,FIESTA,vital,Ghost,Blue
84,ESPORTSTMNT02_2578534,2022-02-11 10:53:26,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
85,ESPORTSTMNT02_2578570,2022-02-11 12:35:52,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
86,ESPORTSTMNT02_2578572,2022-02-11 13:41:29,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
87,ESPORTSTMNT02_2578644,2022-02-12 06:05:04,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Chovy,YoungJae,Quid,Ruler,Lospa,Blue
88,ESPORTSTMNT02_2578670,2022-02-12 08:52:54,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Chovy,YoungJae,Quid,Ruler,Lospa,Blue
89,ESPORTSTMNT02_2578683,2022-02-12 09:48:29,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
90,ESPORTSTMNT02_2578705,2022-02-12 11:39:40,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
91,ESPORTSTMNT02_2558737,2022-02-13 06:32:43,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Nongshim RedForce,DnDn,Dread,FIESTA,vital,Ghost,Blue
92,ESPORTSTMNT02_2558760,2022-02-13 08:36:27,Nongshim RedForce,DnDn,Dread,FIESTA,vital,Ghost,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
93,ESPORTSTMNT02_2558763,2022-02-13 09:28:14,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,KT Rolster,Rascal,GIDEON,Aria,Aiming,Life,Red
94,ESPORTSTMNT02_2558803,2022-02-13 11:51:35,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,KT Rolster,Rascal,GIDEON,Aria,Aiming,Life,Blue
95,ESPORTSTMNT02_2558810,2022-02-13 12:54:51,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
96,ESPORTSTMNT03_2564348,2022-02-16 06:04:33,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,Blue
97,ESPORTSTMNT03_2564408,2022-02-16 08:38:09,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
98,ESPORTSTMNT03_2564418,2022-02-16 09:34:32,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
99,ESPORTSTMNT03_2564430,2022-02-16 10:31:02,Nongshim RedForce,Dread,Sylvie,Bdd,vital,Ghost,Gen.G,Zest,Peanut,Chovy,Ruler,Lehends,Red
100,ESPORTSTMNT03_2564454,2022-02-16 12:07:13,Nongshim RedForce,Dread,Sylvie,Bdd,vital,Ghost,Gen.G,Zest,Peanut,Chovy,Ruler,Lehends,Red
101,ESPORTSTMNT03_2545406,2022-02-17 04:55:27,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
102,ESPORTSTMNT03_2545467,2022-02-17 08:42:32,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
103,ESPORTSTMNT03_2545487,2022-02-17 09:48:53,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
104,ESPORTSTMNT03_2545531,2022-02-17 11:45:52,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
105,ESPORTSTMNT03_2545552,2022-02-17 12:44:59,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
106,ESPORTSTMNT03_2546137,2022-02-18 05:07:46,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
107,ESPORTSTMNT03_2546195,2022-02-18 08:52:37,KT Rolster,Rascal,GIDEON,Aria,Aiming,Life,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
108,ESPORTSTMNT03_2546210,2022-02-18 09:39:14,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Blue
109,ESPORTSTMNT03_2546263,2022-02-18 11:33:05,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
110,ESPORTSTMNT03_2546764,2022-02-19 07:17:01,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
111,ESPORTSTMNT03_2546797,2022-02-19 08:40:32,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
112,ESPORTSTMNT03_2546815,2022-02-19 09:52:57,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
113,ESPORTSTMNT03_2546854,2022-02-19 11:37:26,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
114,ESPORTSTMNT03_2546882,2022-02-19 12:45:19,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
115,ESPORTSTMNT03_2547358,2022-02-20 06:17:46,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Red
116,ESPORTSTMNT03_2547417,2022-02-20 08:44:25,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
117,ESPORTSTMNT03_2547435,2022-02-20 09:40:04,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Blue
118,ESPORTSTMNT03_2547455,2022-02-20 10:44:36,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
119,ESPORTSTMNT03_2547511,2022-02-20 12:30:08,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
120,ESPORTSTMNT03_2547540,2022-02-20 13:35:52,T1,Zeus,Oner,Faker,Gumayusi,Keria,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
121,ESPORTSTMNT03_2568793,2022-02-23 07:06:11,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
122,ESPORTSTMNT03_2568857,2022-02-23 08:52:07,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
123,ESPORTSTMNT03_2568861,2022-02-23 09:45:56,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
124,ESPORTSTMNT03_2568906,2022-02-23 11:41:55,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
125,ESPORTSTMNT03_2569332,2022-02-24 06:44:09,Fredit BRION,Sw0rd,UmTi,Lava,Hena,Delight,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
126,ESPORTSTMNT03_2569376,2022-02-24 08:38:36,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
127,ESPORTSTMNT03_2569382,2022-02-24 09:35:28,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
128,ESPORTSTMNT03_2549672,2022-02-24 10:31:08,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Blue
129,ESPORTSTMNT03_2569443,2022-02-24 12:17:16,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Red
130,ESPORTSTMNT03_2569744,2022-02-25 05:36:33,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
131,ESPORTSTMNT03_2569826,2022-02-25 08:35:04,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
132,ESPORTSTMNT03_2569847,2022-02-25 09:26:25,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
133,ESPORTSTMNT03_2569893,2022-02-25 11:45:49,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
134,ESPORTSTMNT03_2580134,2022-02-26 07:17:12,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
135,ESPORTSTMNT03_2580158,2022-02-26 08:38:05,KT Rolster,Rascal,Cuzz,Aria,Aiming,Life,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
136,ESPORTSTMNT03_2580163,2022-02-26 09:35:37,Hanwha Life Esports,DuDu,Seonbi,Karis,Cheoni,Baut,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
137,ESPORTSTMNT03_2580198,2022-02-26 11:41:14,Hanwha Life Esports,DuDu,Seonbi,Karis,Cheoni,Baut,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
138,ESPORTSTMNT03_2580261,2022-02-27 06:05:11,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
139,ESPORTSTMNT03_2580298,2022-02-27 08:41:20,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
140,ESPORTSTMNT03_2580310,2022-02-27 09:35:23,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Red
141,ESPORTSTMNT03_2580333,2022-02-27 11:37:38,Liiv SANDBOX,Dove,Croco,Clozer,Ice,Kael,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Peter,Blue
